season,week,team,off_clutch_epa,off_clutch_plays,def_clutch_epa,def_clutch_plays
2006,2,NYJ,-0.08115342195378616,7.0,-3.120273823151365,11.0
2006,2,NO,-2.020577642659191,8.0,-1.551957977174653,7.0
2006,2,GB,-1.551957977174653,7.0,-2.020577642659191,8.0
2006,2,NYG,6.2960933301408195,12.0,-0.764812542241998,9.0
2006,2,PHI,-0.764812542241998,9.0,6.2960933301408195,12.0
2006,2,BAL,0.0,0.0,0.0,0.0
2006,2,LV,0.0,0.0,0.0,0.0
2006,2,PIT,0.0,0.0,-0.6103490006062202,5.0
2006,2,JAX,-0.6103490006062202,5.0,0.0,0.0
2006,2,LA,-1.2955984340514988,3.0,-0.36597227258607745,8.0
2006,2,SF,-0.36597227258607745,8.0,-1.2955984340514988,3.0
2006,2,ATL,0.0,0.0,0.0,0.0
2006,2,TB,0.0,0.0,0.0,0.0
2006,2,LAC,0.0,0.0,0.0,0.0
2006,2,TEN,0.0,0.0,0.0,0.0
2006,2,WAS,0.0,0.0,0.0,0.0
2006,2,DAL,0.0,0.0,0.0,0.0
2006,3,ATL,0.0,0.0,0.0,0.0
2006,3,NO,0.0,0.0,0.0,0.0
2006,3,CLE,-5.695027109759394,5.0,0.7674649231485091,13.0
2006,3,BAL,0.7674649231485091,13.0,-5.695027109759394,5.0
2006,3,TB,-1.2944802296697162,5.0,1.1940853655105457,15.0
2006,3,CAR,1.1940853655105457,15.0,-1.2944802296697162,5.0
2006,3,MIN,-6.291251715796534,9.0,1.8708111820073199,9.0
2006,3,CHI,1.8708111820073199,9.0,-6.291251715796534,9.0
2006,3,CIN,-1.0045101922005415,6.0,-0.4120810101740062,13.0
2006,3,PIT,-0.4120810101740062,13.0,-1.0045101922005415,6.0
2006,3,DEN,0.0,0.0,0.0,0.0
2006,3,NE,0.0,0.0,0.0,0.0
2006,3,GB,-6.126364669937175,7.0,-5.300385009206366,13.0
2006,3,DET,-5.300385009206366,13.0,-6.126364669937175,7.0
2006,3,JAX,-0.7385084807843569,3.0,-1.7087715895031579,9.0
2006,3,IND,-1.7087715895031579,9.0,-0.7385084807843569,3.0
2006,3,SEA,0.0,0.0,0.0,0.0
2006,3,NYG,0.0,0.0,0.0,0.0
2006,3,BUF,-2.4117097886046395,4.0,0.5280579595128074,6.0
2006,3,NYJ,0.5280579595128074,6.0,-2.4117097886046395,4.0
2006,3,PHI,0.0,0.0,0.0,0.0
2006,3,SF,0.0,0.0,0.0,0.0
2006,3,ARI,-3.987367150515582,4.0,-4.553827564406674,11.0
2006,3,LA,-4.553827564406674,11.0,-3.987367150515582,4.0
2006,3,TEN,-1.5981386562343687,5.0,-0.784350695554167,8.0
2006,3,MIA,-0.784350695554167,8.0,-1.5981386562343687,5.0
2006,3,WAS,0.0,0.0,0.0,0.0
2006,3,HOU,0.0,0.0,0.0,0.0
2006,4,ARI,0.0,0.0,0.0,0.0
2006,4,ATL,0.0,0.0,0.0,0.0
2006,4,LV,-1.3092286428436637,4.0,-6.160646872536745,9.0
2006,4,CLE,-6.160646872536745,9.0,-1.3092286428436637,4.0
2006,4,DAL,0.0,0.0,0.0,0.0
2006,4,TEN,0.0,0.0,0.0,0.0
2006,4,LA,2.6175117322565056,13.0,-4.550233586167451,8.0
2006,4,DET,-4.550233586167451,8.0,2.6175117322565056,13.0
2006,4,GB,0.0,0.0,0.0,0.0
2006,4,PHI,0.0,0.0,0.0,0.0
2006,4,NYJ,6.417732495760673,8.0,10.48694606341587,20.0
2006,4,IND,10.48694606341587,20.0,6.417732495760673,8.0
2006,4,JAX,2.5058107937220484,12.0,-0.26552978172549047,7.0
2006,4,WAS,-0.26552978172549047,7.0,2.5058107937220484,12.0
2006,4,MIA,5.516378955377266,10.0,-2.10436985315755,11.0
2006,4,HOU,-2.10436985315755,11.0,5.516378955377266,10.0
2006,4,MIN,-1.2304426421904937,13.0,-0.9719707466429099,9.0
2006,4,BUF,-0.9719707466429099,9.0,-1.2304426421904937,13.0
2006,4,CIN,0.0,0.0,0.0,0.0
2006,4,NE,0.0,0.0,0.0,0.0
2006,4,CAR,5.771188809769228,10.0,1.053,1.0
2006,4,NO,1.053,1.0,5.771188809769228,10.0
2006,4,LAC,-0.8225489758187905,10.0,6.28860310174491,9.0
2006,4,BAL,6.28860310174491,9.0,-0.8225489758187905,10.0
2006,4,SEA,0.0,0.0,0.0,0.0
2006,4,CHI,0.0,0.0,0.0,0.0
2006,4,KC,0.0,0.0,0.0,0.0
2006,4,SF,0.0,0.0,0.0,0.0
2006,5,BAL,0.0,0.0,2.416217190941097,5.0
2006,5,DEN,2.416217190941097,5.0,0.0,0.0
2006,5,BUF,0.0,0.0,0.0,0.0
2006,5,CHI,0.0,0.0,0.0,0.0
2006,5,CAR,-0.9590041889168788,4.0,0.0,0.0
2006,5,CLE,0.0,0.0,-0.9590041889168788,4.0
2006,5,PHI,-0.5950334393419325,2.0,-7.070490758866072,13.0
2006,5,DAL,-7.070490758866072,13.0,-0.5950334393419325,2.0
2006,5,DET,-7.602730862563476,8.0,-2.595447615321599,4.0
2006,5,MIN,-2.595447615321599,4.0,-7.602730862563476,8.0
2006,5,ARI,-2.103816674789414,19.0,2.637062633410096,6.0
2006,5,KC,2.637062633410096,6.0,-2.103816674789414,19.0
2006,5,MIA,0.0,0.0,0.0,0.0
2006,5,NE,0.0,0.0,0.0,0.0
2006,5,NYJ,0.0,0.0,0.0,0.0
2006,5,JAX,0.0,0.0,0.0,0.0
2006,5,SF,0.0,0.0,0.0,0.0
2006,5,LV,0.0,0.0,0.0,0.0
2006,5,PIT,0.0,0.0,2.1895678876899183,9.0
2006,5,LAC,2.1895678876899183,9.0,0.0,0.0
2006,5,GB,-2.5512614893959835,15.0,-4.682247286778875,8.0
2006,5,LA,-4.682247286778875,8.0,-2.5512614893959835,15.0
2006,5,NO,-1.4091648817207798,6.0,-9.229430495790439,13.0
2006,5,TB,-9.229430495790439,13.0,-1.4091648817207798,6.0
2006,5,IND,-0.7358184824115597,5.0,-3.40016460622428,7.0
2006,5,TEN,-3.40016460622428,7.0,-0.7358184824115597,5.0
2006,5,WAS,0.0,0.0,0.0,0.0
2006,5,NYG,0.0,0.0,0.0,0.0
2006,6,DET,-0.691670364147285,9.0,-2.4608540692424867,7.0
2006,6,BUF,-2.4608540692424867,7.0,-0.691670364147285,9.0
2006,6,BAL,0.03592148307643406,2.0,6.076607185070997,11.0
2006,6,CAR,6.076607185070997,11.0,0.03592148307643406,2.0
2006,6,CHI,0.061247772602767814,5.0,-8.302057977765799,17.0
2006,6,ARI,-8.302057977765799,17.0,0.061247772602767814,5.0
2006,6,TB,4.926222606915643,11.0,-0.20978223776910454,7.0
2006,6,CIN,-0.20978223776910454,7.0,4.926222606915643,11.0
2006,6,HOU,0.0,0.0,0.0,0.0
2006,6,DAL,0.0,0.0,0.0,0.0
2006,6,PIT,0.0,0.0,0.0,0.0
2006,6,KC,0.0,0.0,0.0,0.0
2006,6,MIA,-0.2539205871246404,9.0,-1.0261020043399185,6.0
2006,6,NYJ,-1.0261020043399185,6.0,-0.2539205871246404,9.0
2006,6,ATL,0.0,0.0,2.4228544787038118,2.0
2006,6,NYG,2.4228544787038118,2.0,0.0,0.0
2006,6,DEN,0.0,0.0,0.0,0.0
2006,6,LV,0.0,0.0,0.0,0.0
2006,6,NO,-0.3019947925931774,12.0,0.0,0.0
2006,6,PHI,0.0,0.0,-0.3019947925931774,12.0
2006,6,LAC,0.0,0.0,0.0,0.0
2006,6,SF,0.0,0.0,0.0,0.0
2006,6,LA,1.4849409803777334,9.0,-6.091307746770326,16.0
2006,6,SEA,-6.091307746770326,16.0,1.4849409803777334,9.0
2006,6,TEN,-1.6629213836276904,9.0,-2.2226117526879534,4.0
2006,6,WAS,-2.2226117526879534,4.0,-1.6629213836276904,9.0
2006,7,LV,0.0,0.0,0.0,0.0
2006,7,ARI,0.0,0.0,0.0,0.0
2006,7,CAR,-2.8831722392642405,6.0,-0.6068791331199463,8.0
2006,7,CIN,-0.6068791331199463,8.0,-2.8831722392642405,6.0
2006,7,DEN,0.0,0.0,0.0,0.0
2006,7,CLE,0.0,0.0,0.0,0.0
2006,7,NYJ,1.8162663772236556,7.0,0.01796074153821703,1.0
2006,7,DET,0.01796074153821703,1.0,1.8162663772236556,7.0
2006,7,GB,0.0,0.0,0.0,0.0
2006,7,MIA,0.0,0.0,0.0,0.0
2006,7,HOU,0.0,0.0,0.0,0.0
2006,7,JAX,0.0,0.0,0.0,0.0
2006,7,MIN,0.0,0.0,0.0,0.0
2006,7,SEA,0.0,0.0,0.0,0.0
2006,7,NE,0.0,0.0,0.0,0.0
2006,7,BUF,0.0,0.0,0.0,0.0
2006,7,NYG,0.0,0.0,0.0,0.0
2006,7,DAL,0.0,0.0,0.0,0.0
2006,7,PHI,6.500629434482788,11.0,2.36941218218999,10.0
2006,7,TB,2.36941218218999,10.0,6.500629434482788,11.0
2006,7,ATL,-1.3210932039073666,12.0,5.754553542172663,5.0
2006,7,PIT,5.754553542172663,5.0,-1.3210932039073666,12.0
2006,7,LAC,-0.5290691625559703,8.0,1.7220515054068528,12.0
2006,7,KC,1.7220515054068528,12.0,-0.5290691625559703,8.0
2006,7,WAS,0.0,0.0,0.0,0.0
2006,7,IND,0.0,0.0,0.0,0.0
2006,8,ARI,0.0,0.0,0.0,0.0
2006,8,GB,0.0,0.0,0.0,0.0
2006,8,ATL,-1.9901833003968932,9.0,-1.348365766166581,3.0
2006,8,CIN,-1.348365766166581,3.0,-1.9901833003968932,9.0
2006,8,BAL,0.0,0.0,0.0,0.0
2006,8,NO,0.0,0.0,0.0,0.0
2006,8,CAR,-2.809186857950408,1.0,3.6865273329312913,5.0
2006,8,DAL,3.6865273329312913,5.0,-2.809186857950408,1.0
2006,8,TEN,-0.4183385551732499,5.0,-0.9223537811629939,2.0
2006,8,HOU,-0.9223537811629939,2.0,-0.4183385551732499,5.0
2006,8,IND,6.90699426962249,13.0,2.5273057112062816,7.0
2006,8,DEN,2.5273057112062816,7.0,6.90699426962249,13.0
2006,8,PHI,0.0,0.0,-0.08335426863050088,2.0
2006,8,JAX,-0.08335426863050088,2.0,0.0,0.0
2006,8,NE,0.0,0.0,0.0,0.0
2006,8,MIN,0.0,0.0,0.0,0.0
2006,8,NYJ,-1.6529175512841903,8.0,-2.138311129703652,7.0
2006,8,CLE,-2.138311129703652,7.0,-1.6529175512841903,8.0
2006,8,LV,-0.5094829647568986,4.0,-5.274791438714601,13.0
2006,8,PIT,-5.274791438714601,13.0,-0.5094829647568986,4.0
2006,8,KC,6.374791739435866,8.0,-0.7831223227549344,10.0
2006,8,SEA,-0.7831223227549344,10.0,6.374791739435866,8.0
2006,8,CHI,0.0,0.0,0.0,0.0
2006,8,SF,0.0,0.0,0.0,0.0
2006,8,LAC,0.0,0.0,0.0,0.0
2006,8,LA,0.0,0.0,0.0,0.0
2006,8,TB,0.0,0.0,0.0,0.0
2006,8,NYG,0.0,0.0,0.0,0.0
2006,9,DET,0.0,0.0,0.0,0.0
2006,9,ATL,0.0,0.0,0.0,0.0
2006,9,CIN,-4.028920711658429,5.0,-4.546971976698842,13.0
2006,9,BAL,-4.546971976698842,13.0,-4.028920711658429,5.0
2006,9,LAC,5.461100040469319,7.0,0.01796074153821703,1.0
2006,9,CLE,0.01796074153821703,1.0,5.461100040469319,7.0
2006,9,WAS,-1.4962183730818621,8.0,-4.026751177865297,7.0
2006,9,DAL,-4.026751177865297,7.0,-1.4962183730818621,8.0
2006,9,PIT,0.0,0.0,0.31146666508054066,1.0
2006,9,DEN,0.31146666508054066,1.0,0.0,0.0
2006,9,BUF,3.308206968533341,3.0,-9.936019623710308,1.0
2006,9,GB,-9.936019623710308,1.0,3.308206968533341,3.0
2006,9,HOU,0.0,0.0,-1.2161765318596736,9.0
2006,9,NYG,-1.2161765318596736,9.0,0.0,0.0
2006,9,NE,-1.2017606741865166,2.0,-3.518358630302828,8.0
2006,9,IND,-3.518358630302828,8.0,-1.2017606741865166,2.0
2006,9,LA,0.0,0.0,0.0,0.0
2006,9,KC,0.0,0.0,0.0,0.0
2006,9,MIA,0.0,0.0,0.0,0.0
2006,9,CHI,0.0,0.0,0.0,0.0
2006,9,SF,-1.5595344064058736,6.0,-2.2119788035051897,8.0
2006,9,MIN,-2.2119788035051897,8.0,-1.5595344064058736,6.0
2006,9,TB,0.0,0.0,0.0,0.0
2006,9,NO,0.0,0.0,0.0,0.0
2006,9,LV,0.0,0.0,0.0,0.0
2006,9,SEA,0.0,0.0,0.0,0.0
2006,9,TEN,0.0,0.0,0.0,0.0
2006,9,JAX,0.0,0.0,0.0,0.0
2006,10,TEN,-2.361568881315179,13.0,3.267878711693583,9.0
2006,10,BAL,3.267878711693583,9.0,-2.361568881315179,13.0
2006,10,BUF,0.0,0.0,-1.5218193242326379,7.0
2006,10,IND,-1.5218193242326379,7.0,0.0,0.0
2006,10,NYG,0.0,0.0,0.0,0.0
2006,10,CHI,0.0,0.0,0.0,0.0
2006,10,ATL,-3.3335276360157877,7.0,-2.9687105240300298,9.0
2006,10,CLE,-2.9687105240300298,9.0,-3.3335276360157877,7.0
2006,10,ARI,0.0,0.0,0.0,0.0
2006,10,DAL,0.0,0.0,0.0,0.0
2006,10,LV,-7.329861771140713,3.0,-5.974590914382134,10.0
2006,10,DEN,-5.974590914382134,10.0,-7.329861771140713,3.0
2006,10,GB,-0.106836108781863,10.0,0.0,0.0
2006,10,MIN,0.0,0.0,-0.106836108781863,10.0
2006,10,HOU,-2.9517827354138717,12.0,-2.538945827861654,6.0
2006,10,JAX,-2.538945827861654,6.0,-2.9517827354138717,12.0
2006,10,KC,-2.7510221498669125,7.0,-4.635029938130174,7.0
2006,10,MIA,-4.635029938130174,7.0,-2.7510221498669125,7.0
2006,10,PIT,-0.7911777088884264,2.0,-0.5364081705920398,12.0
2006,10,NO,-0.5364081705920398,12.0,-0.7911777088884264,2.0
2006,10,NE,0.9045701075084507,7.0,2.9434009370743297,13.0
2006,10,NYJ,2.9434009370743297,13.0,0.9045701075084507,7.0
2006,10,LAC,4.370518316984771,9.0,-0.8453028837684542,9.0
2006,10,CIN,-0.8453028837684542,9.0,4.370518316984771,9.0
2006,10,SF,-3.090795036754571,9.0,-2.373733604908921,7.0
2006,10,DET,-2.373733604908921,7.0,-3.090795036754571,9.0
2006,10,SEA,2.375629431102425,9.0,2.2498932391609996,7.0
2006,10,LA,2.2498932391609996,7.0,2.375629431102425,9.0
2006,10,TB,0.0,0.0,3.8681269233929925,3.0
2006,10,CAR,3.8681269233929925,3.0,0.0,0.0
2006,10,WAS,0.0,0.0,0.0,0.0
2006,10,PHI,0.0,0.0,0.0,0.0
2006,11,ATL,0.0,0.0,2.820083273225464,5.0
2006,11,BAL,2.820083273225464,5.0,0.0,0.0
2006,11,HOU,-4.22153455868829,9.0,3.717306810696811,12.0
2006,11,BUF,3.717306810696811,12.0,-4.22153455868829,9.0
2006,11,NYJ,0.0,0.0,0.0,0.0
2006,11,CHI,0.0,0.0,0.0,0.0
2006,11,CIN,0.0,0.0,0.0,0.0
2006,11,NO,0.0,0.0,0.0,0.0
2006,11,DET,0.030623886301383907,1.0,-0.548972096061334,9.0
2006,11,ARI,-0.548972096061334,9.0,0.030623886301383907,1.0
2006,11,DAL,-0.1298125742468983,8.0,-2.1496418786700815,5.0
2006,11,IND,-2.1496418786700815,5.0,-0.1298125742468983,8.0
2006,11,MIA,0.0,0.0,-7.545714111877943,4.0
2006,11,MIN,-7.545714111877943,4.0,0.0,0.0
2006,11,GB,0.0,0.0,0.0,0.0
2006,11,NE,0.0,0.0,0.0,0.0
2006,11,NYG,0.0,0.0,0.0,0.0
2006,11,JAX,0.0,0.0,0.0,0.0
2006,11,LV,-0.5044777747243643,8.0,6.495558017287066,15.0
2006,11,KC,6.495558017287066,15.0,-0.5044777747243643,8.0
2006,11,CLE,-1.1752285449765623,10.0,6.437196997701447,13.0
2006,11,PIT,6.437196997701447,13.0,-1.1752285449765623,10.0
2006,11,LAC,3.347365327532997,6.0,-5.157261653221212,12.0
2006,11,DEN,-5.157261653221212,12.0,3.347365327532997,6.0
2006,11,SF,-7.333535594836576,7.0,-7.532334757474018,12.0
2006,11,SEA,-7.532334757474018,12.0,-7.333535594836576,7.0
2006,11,LA,0.0,0.0,0.0,0.0
2006,11,CAR,0.0,0.0,0.0,0.0
2006,11,TEN,0.0,0.0,0.0,0.0
2006,11,PHI,0.0,0.0,0.0,0.0
2006,11,TB,-1.56587184604723,6.0,0.01796074153821703,1.0
2006,11,WAS,0.01796074153821703,1.0,-1.56587184604723,6.0
2006,12,ARI,-0.778130701169711,6.0,-1.048615404870361,1.0
2006,12,MIN,-1.048615404870361,1.0,-0.778130701169711,6.0
2006,12,WAS,4.038828890192916,12.0,-2.6270792363211513,11.0
2006,12,CAR,-2.6270792363211513,11.0,4.038828890192916,12.0
2006,12,NE,-1.0383865386247635,11.0,-0.6890405110898428,3.0
2006,12,CHI,-0.6890405110898428,3.0,-1.0383865386247635,11.0
2006,12,CLE,0.0,0.0,0.0,0.0
2006,12,CIN,0.0,0.0,0.0,0.0
2006,12,DEN,0.0,0.0,-2.0877696534444112,4.0
2006,12,KC,-2.0877696534444112,4.0,0.0,0.0
2006,12,SEA,0.0,0.0,0.0,0.0
2006,12,GB,0.0,0.0,0.0,0.0
2006,12,NYJ,0.0,0.0,0.0,0.0
2006,12,HOU,0.0,0.0,0.0,0.0
2006,12,JAX,5.768422112338839,14.0,2.123506654810626,8.0
2006,12,BUF,2.123506654810626,8.0,5.768422112338839,14.0
2006,12,DET,0.0,0.0,0.0,0.0
2006,12,MIA,0.0,0.0,0.0,0.0
2006,12,NO,0.0,0.0,0.0,0.0
2006,12,ATL,0.0,0.0,0.0,0.0
2006,12,TEN,7.993030361428054,13.0,-2.0091834191116504,9.0
2006,12,NYG,-2.0091834191116504,9.0,7.993030361428054,13.0
2006,12,LV,-1.2712560900254175,6.0,2.6032891629190535,7.0
2006,12,LAC,2.6032891629190535,7.0,-1.2712560900254175,6.0
2006,12,IND,0.0,0.0,0.0,0.0
2006,12,PHI,0.0,0.0,0.0,0.0
2006,12,PIT,0.0,0.0,0.0,0.0
2006,12,BAL,0.0,0.0,0.0,0.0
2006,12,LA,6.216239373772997,14.0,-2.0080188380670734,5.0
2006,12,SF,-2.0080188380670734,5.0,6.216239373772997,14.0
2006,12,TB,0.0,0.0,0.0,0.0
2006,12,DAL,0.0,0.0,0.0,0.0
2006,13,ARI,0.0,0.0,0.0,0.0
2006,13,LA,0.0,0.0,0.0,0.0
2006,13,ATL,0.0,0.0,0.0,0.0
2006,13,WAS,0.0,0.0,0.0,0.0
2006,13,CIN,-0.3356567203300074,3.0,0.01796074153821703,1.0
2006,13,BAL,0.01796074153821703,1.0,-0.3356567203300074,3.0
2006,13,PHI,-1.7653663871460594,7.0,-0.4883868624456227,8.0
2006,13,CAR,-0.4883868624456227,8.0,-1.7653663871460594,7.0
2006,13,DAL,5.932838197860064,12.0,6.402661208678864,10.0
2006,13,NYG,6.402661208678864,10.0,5.932838197860064,12.0
2006,13,NE,1.6175585247444806,8.0,-2.249441122956341,4.0
2006,13,DET,-2.249441122956341,4.0,1.6175585247444806,8.0
2006,13,LV,-3.7662840123521164,2.0,1.0370584982351996,5.0
2006,13,HOU,1.0370584982351996,5.0,-3.7662840123521164,2.0
2006,13,IND,-3.19533676825813,6.0,2.396291014039889,11.0
2006,13,TEN,2.396291014039889,11.0,-3.19533676825813,6.0
2006,13,MIA,0.0,0.0,0.0,0.0
2006,13,JAX,0.0,0.0,0.0,0.0
2006,13,CLE,3.528322326256556,10.0,-2.0016885398654267,5.0
2006,13,KC,-2.0016885398654267,5.0,3.528322326256556,10.0
2006,13,CHI,0.0,0.0,0.0,0.0
2006,13,MIN,0.0,0.0,0.0,0.0
2006,13,NYJ,0.0,0.0,0.0,0.0
2006,13,GB,0.0,0.0,0.0,0.0
2006,13,BUF,0.01796074153821703,1.0,2.4965194814722054,5.0
2006,13,LAC,2.4965194814722054,5.0,0.01796074153821703,1.0
2006,13,SEA,0.6701988390996121,18.0,1.1245808027786088,6.0
2006,13,DEN,1.1245808027786088,6.0,0.6701988390996121,18.0
2006,13,SF,0.0,0.0,0.0,0.0
2006,13,NO,0.0,0.0,0.0,0.0
2006,13,TB,0.0,0.0,0.0,0.0
2006,13,PIT,0.0,0.0,0.0,0.0
2006,14,ATL,-3.4812405349803157,7.0,-4.799103927856777,2.0
2006,14,TB,-4.799103927856777,2.0,-3.4812405349803157,7.0
2006,14,KC,0.0,0.0,0.0,0.0
2006,14,BAL,0.0,0.0,0.0,0.0
2006,14,BUF,0.0,0.0,0.0,0.0
2006,14,NYJ,0.0,0.0,0.0,0.0
2006,14,CHI,0.0,0.0,0.0,0.0
2006,14,LA,0.0,0.0,0.0,0.0
2006,14,PIT,0.0,0.0,0.0,0.0
2006,14,CLE,0.0,0.0,0.0,0.0
2006,14,DEN,0.0,0.0,0.0,0.0
2006,14,LAC,0.0,0.0,0.0,0.0
2006,14,GB,0.0,0.0,0.0,0.0
2006,14,SF,0.0,0.0,0.0,0.0
2006,14,IND,0.0,0.0,0.0,0.0
2006,14,JAX,0.0,0.0,0.0,0.0
2006,14,MIN,0.0,0.0,0.0,0.0
2006,14,DET,0.0,0.0,0.0,0.0
2006,14,NE,0.0,0.0,0.0,0.0
2006,14,MIA,0.0,0.0,0.0,0.0
2006,14,NO,0.0,0.0,0.0,0.0
2006,14,DAL,0.0,0.0,0.0,0.0
2006,14,NYG,0.0,0.0,0.0,0.0
2006,14,CAR,0.0,0.0,0.0,0.0
2006,14,CIN,0.0,0.0,0.0,0.0
2006,14,LV,0.0,0.0,0.0,0.0
2006,14,PHI,-0.36718970932997763,11.0,0.0,0.0
2006,14,WAS,0.0,0.0,-0.36718970932997763,11.0
2006,14,SEA,-0.5444637979380786,10.0,-0.4285059932153672,5.0
2006,14,ARI,-0.4285059932153672,5.0,-0.5444637979380786,10.0
2006,14,TEN,2.1297371022847633,9.0,2.317779975477606,10.0
2006,14,HOU,2.317779975477606,10.0,2.1297371022847633,9.0
2006,15,CIN,0.0,0.0,0.0,0.0
2006,15,IND,0.0,0.0,0.0,0.0
2006,15,BAL,-2.450468205672223,4.0,0.0,0.0
2006,15,CLE,0.0,0.0,-2.450468205672223,4.0
2006,15,DAL,2.2436102151405066,4.0,0.0,0.0
2006,15,ATL,0.0,0.0,2.2436102151405066,4.0
2006,15,ARI,0.0,0.0,0.0,0.0
2006,15,DEN,0.0,0.0,0.0,0.0
2006,15,DET,-4.520643661671784,7.0,-0.11683910339638803,6.0
2006,15,GB,-0.11683910339638803,6.0,-4.520643661671784,7.0
2006,15,NE,0.0,0.0,0.0,0.0
2006,15,HOU,0.0,0.0,0.0,0.0
2006,15,JAX,-2.166618292855902,4.0,-2.6536634818767197,6.0
2006,15,TEN,-2.6536634818767197,6.0,-2.166618292855902,4.0
2006,15,KC,0.0,0.0,-1.4274831201764755,3.0
2006,15,LAC,-1.4274831201764755,3.0,0.0,0.0
2006,15,MIA,0.0,0.0,0.0,0.0
2006,15,BUF,0.0,0.0,0.0,0.0
2006,15,NYJ,0.0,0.0,0.0,0.0
2006,15,MIN,0.0,0.0,0.0,0.0
2006,15,PHI,4.925119482373819,5.0,-7.489522864576429,2.0
2006,15,NYG,-7.489522864576429,2.0,4.925119482373819,5.0
2006,15,PIT,0.0,0.0,0.0,0.0
2006,15,CAR,0.0,0.0,0.0,0.0
2006,15,SF,3.092632776591927,4.0,0.0,0.0
2006,15,SEA,0.0,0.0,3.092632776591927,4.0
2006,15,LV,0.0,0.0,0.0,0.0
2006,15,LA,0.0,0.0,0.0,0.0
2006,15,CHI,-5.010107668233104,10.0,2.4840898653535524,7.0
2006,15,TB,2.4840898653535524,7.0,-5.010107668233104,10.0
2006,15,WAS,0.06636431511024066,3.0,-0.7166240531951189,13.0
2006,15,NO,-0.7166240531951189,13.0,0.06636431511024066,3.0
2006,16,SF,0.01796074153821703,1.0,-0.3671886131633073,11.0
2006,16,ARI,-0.3671886131633073,11.0,0.01796074153821703,1.0
2006,16,PIT,0.0,0.0,0.0,0.0
2006,16,BAL,0.0,0.0,0.0,0.0
2006,16,ATL,-2.222568911325652,9.0,-0.42834663280518726,6.0
2006,16,CAR,-0.42834663280518726,6.0,-2.222568911325652,9.0
2006,16,CHI,-0.5357797798351385,4.0,-5.743424433574546,19.0
2006,16,DET,-5.743424433574546,19.0,-0.5357797798351385,4.0
2006,16,DEN,-1.362705722625833,6.0,6.084397132745607,13.0
2006,16,CIN,6.084397132745607,13.0,-1.362705722625833,6.0
2006,16,HOU,2.2013388846535236,7.0,4.050556633654252,5.0
2006,16,IND,4.050556633654252,5.0,2.2013388846535236,7.0
2006,16,LV,0.0,0.0,0.0,0.0
